n,m,graph_id,solver,penalty,feasible,feasible_seed_count,avg_minla_cost,lower_bound,approx_ratio,time_s,num_seeds,num_reads
25,142,78,RandomSampler,lucas,False,0,,630.0157394954533,,0.003,5,10
25,142,78,RandomSampler,exact,False,0,,630.0157394954533,,0.001,5,10
25,156,79,RandomSampler,lucas,False,0,,632.0,,0.001,5,10
25,156,79,RandomSampler,exact,False,0,,632.0,,0.002,5,10
25,170,80,RandomSampler,lucas,False,0,,750.0,,0.001,5,10
25,170,80,RandomSampler,exact,False,0,,750.0,,0.0,5,10
25,152,81,RandomSampler,lucas,False,0,,600.0,,0.001,5,10
25,152,81,RandomSampler,exact,False,0,,600.0,,0.001,5,10
25,151,82,RandomSampler,lucas,False,0,,744.8650049136546,,0.001,5,10
25,151,82,RandomSampler,exact,False,0,,744.8650049136546,,0.003,5,10
25,158,83,RandomSampler,lucas,False,0,,756.7878764697947,,0.002,5,10
25,158,83,RandomSampler,exact,False,0,,756.7878764697947,,0.001,5,10
25,141,84,RandomSampler,lucas,False,0,,624.2850155751497,,0.001,5,10
25,141,84,RandomSampler,exact,False,0,,624.2850155751497,,0.004,5,10
25,145,85,RandomSampler,lucas,False,0,,651.1471394719073,,0.003,5,10
25,145,85,RandomSampler,exact,False,0,,651.1471394719073,,0.003,5,10
25,153,86,RandomSampler,lucas,False,0,,608.0,,0.003,5,10
25,153,86,RandomSampler,exact,False,0,,608.0,,0.001,5,10
25,148,87,RandomSampler,lucas,False,0,,711.9602681316488,,0.001,5,10
25,148,87,RandomSampler,exact,False,0,,711.9602681316488,,0.002,5,10
25,153,88,RandomSampler,lucas,False,0,,751.680604643287,,0.004,5,10
25,153,88,RandomSampler,exact,False,0,,751.680604643287,,0.004,5,10
25,156,89,RandomSampler,lucas,False,0,,649.7391645234835,,0.002,5,10
25,156,89,RandomSampler,exact,False,0,,649.7391645234835,,0.002,5,10
25,151,90,RandomSampler,lucas,False,0,,592.0,,0.003,5,10
25,151,90,RandomSampler,exact,False,0,,592.0,,0.002,5,10
25,158,91,RandomSampler,lucas,False,0,,648.0,,0.003,5,10
25,158,91,RandomSampler,exact,False,0,,648.0,,0.001,5,10
25,129,92,RandomSampler,lucas,False,0,,536.3175358222722,,0.002,5,10
25,129,92,RandomSampler,exact,False,0,,536.3175358222722,,0.001,5,10
25,167,93,RandomSampler,lucas,False,0,,731.2240014882187,,0.003,5,10
25,167,93,RandomSampler,exact,False,0,,731.2240014882187,,0.001,5,10
25,155,94,RandomSampler,lucas,False,0,,671.1596676769276,,0.002,5,10
25,155,94,RandomSampler,exact,False,0,,671.1596676769276,,0.0,5,10
25,150,95,RandomSampler,lucas,False,0,,692.867143276406,,0.0,5,10
25,150,95,RandomSampler,exact,False,0,,692.867143276406,,0.002,5,10
25,157,96,RandomSampler,lucas,False,0,,728.956309068914,,0.001,5,10
25,157,96,RandomSampler,exact,False,0,,728.956309068914,,0.002,5,10
25,145,97,RandomSampler,lucas,False,0,,687.5683810546944,,0.005,5,10
25,145,97,RandomSampler,exact,False,0,,687.5683810546944,,0.001,5,10
25,145,98,RandomSampler,lucas,False,0,,714.7358592073996,,0.004,5,10
25,145,98,RandomSampler,exact,False,0,,714.7358592073996,,0.002,5,10
25,145,99,RandomSampler,lucas,False,0,,608.6435414151038,,0.003,5,10
25,145,99,RandomSampler,exact,False,0,,608.6435414151038,,0.001,5,10
5,5,0,RandomSampler,lucas,False,0,,7.0,,0.001,5,10
5,5,0,RandomSampler,exact,False,0,,7.0,,0.0,5,10
5,8,1,RandomSampler,lucas,False,0,,13.0,,0.001,5,10
5,8,1,RandomSampler,exact,False,0,,13.0,,0.007,5,10
5,6,2,RandomSampler,lucas,False,0,,9.0,,0.002,5,10
5,6,2,RandomSampler,exact,False,0,,9.0,,0.001,5,10
5,6,3,RandomSampler,lucas,False,0,,9.0,,0.001,5,10
5,6,3,RandomSampler,exact,False,0,,9.0,,0.001,5,10
5,4,4,RandomSampler,lucas,False,0,,4.5,,0.0,5,10
5,4,4,RandomSampler,exact,False,0,,4.5,,0.001,5,10
5,5,5,RandomSampler,lucas,False,0,,6.0,,0.0,5,10
5,5,5,RandomSampler,exact,False,0,,6.0,,0.001,5,10
5,6,6,RandomSampler,lucas,False,0,,8.0,,0.001,5,10
5,6,6,RandomSampler,exact,False,0,,8.0,,0.0,5,10
5,6,7,RandomSampler,lucas,False,0,,8.0,,0.001,5,10
5,6,7,RandomSampler,exact,False,0,,8.0,,0.0,5,10
5,6,8,RandomSampler,lucas,False,0,,8.0,,0.002,5,10
5,6,8,RandomSampler,exact,False,0,,8.0,,0.001,5,10
5,5,9,RandomSampler,lucas,False,0,,6.0,,0.001,5,10
5,5,9,RandomSampler,exact,False,0,,6.0,,0.0,5,10
5,5,10,RandomSampler,lucas,False,0,,6.0,,0.001,5,10
5,5,10,RandomSampler,exact,False,0,,6.0,,0.001,5,10
5,7,11,RandomSampler,lucas,False,0,,11.0,,0.001,5,10
5,7,11,RandomSampler,exact,False,0,,11.0,,0.002,5,10
5,7,12,RandomSampler,lucas,False,0,,10.0,,0.0,5,10
5,7,12,RandomSampler,exact,False,0,,10.0,,0.0,5,10
5,9,13,RandomSampler,lucas,False,0,,16.0,,0.0,5,10
5,9,13,RandomSampler,exact,False,0,,16.0,,0.0,5,10
5,7,14,RandomSampler,lucas,False,0,,10.0,,0.002,5,10
5,7,14,RandomSampler,exact,False,0,,10.0,,0.001,5,10
5,4,15,RandomSampler,lucas,False,0,,5.0,,0.0,5,10
5,4,15,RandomSampler,exact,False,0,,5.0,,0.002,5,10
5,4,16,RandomSampler,lucas,False,0,,4.0,,0.0,5,10
5,4,16,RandomSampler,exact,False,0,,4.0,,0.0,5,10
5,8,17,RandomSampler,lucas,False,0,,13.0,,0.002,5,10
5,8,17,RandomSampler,exact,False,0,,13.0,,0.002,5,10
5,5,18,RandomSampler,lucas,False,0,,8.0,,0.001,5,10
5,5,18,RandomSampler,exact,False,0,,8.0,,0.001,5,10
5,7,19,RandomSampler,lucas,False,0,,10.0,,0.001,5,10
5,7,19,RandomSampler,exact,False,0,,10.0,,0.0,5,10
5,10,20,RandomSampler,lucas,False,0,,20.0,,0.001,5,10
5,10,20,RandomSampler,exact,False,0,,20.0,,0.0,5,10
