solver,num_sweeps,beta_min,beta_max,trotters,gamma,feasibility_rate,mean_approx_ratio,mean_time_s,num_runs
OpenJijSQA,500,3.0,3.0,8,30.0,0.36,1.3384687140944944,0.60744,25
OpenJijSQA,500,5.0,5.0,2,0.0,0.3,1.216049382716049,0.3724,10
OpenJijSQA,500,5.0,5.0,2,1.0,0.12,1.216049382716049,0.43784000000000006,25
OpenJijSQA,500,5.0,5.0,2,3.0,0.16,1.2807870370370367,0.43079999999999996,25
OpenJijSQA,500,5.0,5.0,2,10.0,0.16,1.2791666666666666,0.43323999999999996,25
OpenJijSQA,500,5.0,5.0,2,30.0,0.2,1.3133333333333332,0.43012,25
OpenJijSQA,500,5.0,5.0,4,0.0,0.9,1.2957818930041152,0.4034,10
OpenJijSQA,500,5.0,5.0,4,1.0,0.44,1.346024346024346,0.47595999999999994,25
OpenJijSQA,500,5.0,5.0,4,3.0,0.28,1.439641839641839,0.4764000000000001,25
OpenJijSQA,500,5.0,5.0,4,10.0,0.16,1.265046296296296,0.47584,25
OpenJijSQA,500,5.0,5.0,4,30.0,0.28,1.331349206349206,0.47684000000000004,25
OpenJijSQA,500,5.0,5.0,8,0.0,1.0,1.2968518518518517,0.41720000000000007,10
OpenJijSQA,500,5.0,5.0,8,1.0,0.6,1.370172438482657,0.53164,25
OpenJijSQA,500,5.0,5.0,8,3.0,0.52,1.3624850117433718,0.5684800000000001,25
OpenJijSQA,500,5.0,5.0,8,10.0,0.48,1.373617046533713,0.57172,25
OpenJijSQA,500,5.0,5.0,8,30.0,0.4,1.351132478632478,0.58028,25
OpenJijSQA,500,10.0,10.0,2,0.0,0.2,1.2592592592592589,0.4037,10
OpenJijSQA,500,10.0,10.0,2,1.0,0.08,1.2592592592592589,0.42472,25
OpenJijSQA,500,10.0,10.0,2,3.0,0.0,,0.42576,25
OpenJijSQA,500,10.0,10.0,2,10.0,0.0,,0.42248,25
OpenJijSQA,500,10.0,10.0,2,30.0,0.0,,0.4268,25
OpenJijSQA,500,10.0,10.0,4,0.0,0.5,1.4092592592592592,0.41550000000000004,10
OpenJijSQA,500,10.0,10.0,4,1.0,0.2,1.4092592592592592,0.46427999999999997,25
OpenJijSQA,500,10.0,10.0,4,3.0,0.16,1.2777777777777775,0.46624000000000004,25
OpenJijSQA,500,10.0,10.0,4,10.0,0.24,1.3686728395061725,0.46468000000000004,25
OpenJijSQA,500,10.0,10.0,4,30.0,0.16,1.3055555555555556,0.46571999999999997,25
OpenJijSQA,500,10.0,10.0,8,0.0,1.0,1.3062037037037035,0.4349,10
OpenJijSQA,500,10.0,10.0,8,1.0,0.52,1.3916063992987064,0.53736,25
OpenJijSQA,500,10.0,10.0,8,3.0,0.4,1.403361823361823,0.53988,25
OpenJijSQA,500,10.0,10.0,8,10.0,0.16,1.3702991452991449,0.54164,25
OpenJijSQA,500,10.0,10.0,8,30.0,0.36,1.4194761000316551,0.54104,25
OpenJijSQA,1000,0.1,0.1,2,0.0,0.0,,0.8095000000000001,10
OpenJijSQA,1000,0.1,0.1,4,0.0,0.0,,0.743,10
OpenJijSQA,1000,0.1,0.1,8,0.0,0.0,,0.7723000000000001,10
OpenJijSQA,1000,0.3,0.3,2,0.0,0.0,,0.735,10
OpenJijSQA,1000,0.3,0.3,4,0.0,0.0,,0.7474000000000001,10
OpenJijSQA,1000,0.3,0.3,8,0.0,0.0,,0.7718,10
OpenJijSQA,1000,0.5,0.5,2,0.0,0.0,,0.7287999999999999,10
OpenJijSQA,1000,0.5,0.5,4,0.0,0.0,,0.7453,10
OpenJijSQA,1000,0.5,0.5,8,0.0,0.0,,0.7773,10
OpenJijSQA,1000,1.0,1.0,2,0.0,0.6666666666666666,1.3567901234567898,0.7412222222222222,9
OpenJijSQA,1000,1.0,1.0,4,0.0,0.4,1.5277777777777772,0.7482,5
OpenJijSQA,1000,1.0,1.0,8,0.0,0.2,1.5185185185185182,0.7792,5
OpenJijSQA,1000,5.0,5.0,2,0.0,0.4,1.1944444444444442,0.7373999999999999,5
OpenJijSQA,1000,5.0,5.0,4,0.0,1.0,1.185185185185185,0.7576000000000002,5
OpenJijSQA,1000,5.0,5.0,8,0.0,1.0,1.1888888888888887,0.7776,5
OpenJijSQA,1000,10.0,10.0,2,0.0,0.0,,0.7314,5
OpenJijSQA,1000,10.0,10.0,4,0.0,0.4,1.2314814814814814,0.7478,5
OpenJijSQA,1000,10.0,10.0,8,0.0,1.0,1.185185185185185,0.781,5
