config_id,graph_index,n,m,num_reads,num_sweeps,beta_min,gamma,trotter,sparse,reinitialize_state,energy,feasible,minla_cost,optimal_cost,relative_gap,time_s,status,error
50,0,30,227,10,1000,0.5,10.0,8,True,True,2012.0,False,,1848,,4.0686,OK,
51,0,30,227,10,1000,0.5,50.0,8,True,True,2003.0,False,,1848,,5.8111,OK,
52,0,30,227,10,1000,0.5,100.0,8,True,True,1941.0,False,,1848,,5.9998,OK,
53,0,30,227,10,1000,0.5,500.0,8,True,True,2112.0,False,,1848,,6.3658,OK,
54,0,30,227,10,1000,0.5,1000.0,8,True,True,2028.0,False,,1848,,6.3574,OK,
55,0,30,227,10,1000,1.0,0.01,8,True,True,5577.0,False,,1848,,0.9409,OK,
56,0,30,227,10,1000,1.0,0.5,8,True,True,2839.0,False,,1848,,1.0639,OK,
57,0,30,227,10,1000,1.0,1.0,8,True,True,2414.0,False,,1848,,1.4173,OK,
58,0,30,227,10,1000,1.0,5.0,8,True,True,1956.0,False,,1848,,3.8418,OK,
59,0,30,227,10,1000,1.0,10.0,8,True,True,1900.0,False,,1848,,4.532,OK,
60,0,30,227,10,1000,1.0,50.0,8,True,True,1825.0,False,,1848,,5.0557,OK,
61,0,30,227,10,1000,1.0,100.0,8,True,True,2028.0,False,,1848,,5.0911,OK,
62,0,30,227,10,1000,1.0,500.0,8,True,True,1986.0,False,,1848,,5.2202,OK,
63,0,30,227,10,1000,1.0,1000.0,8,True,True,1970.0,False,,1848,,5.2664,OK,
64,0,30,227,10,1000,5.0,0.01,8,True,True,4093.0,False,,1848,,0.9428,OK,
65,0,30,227,10,1000,5.0,0.5,8,True,True,1969.0,False,,1848,,1.974,OK,
66,0,30,227,10,1000,5.0,1.0,8,True,True,1958.0,False,,1848,,2.6677,OK,
67,0,30,227,10,1000,5.0,5.0,8,True,True,2035.0,False,,1848,,3.2855,OK,
68,0,30,227,10,1000,5.0,10.0,8,True,True,2003.0,False,,1848,,3.2409,OK,
69,0,30,227,10,1000,5.0,50.0,8,True,True,2097.0,False,,1848,,3.31,OK,
70,0,30,227,10,1000,5.0,100.0,8,True,True,2126.0,False,,1848,,3.2877,OK,
71,0,30,227,10,1000,5.0,500.0,8,True,True,2063.0,False,,1848,,3.9434,OK,
72,0,30,227,10,1000,5.0,1000.0,8,True,True,2053.0,False,,1848,,4.2438,OK,
73,0,30,227,10,1000,10.0,0.01,8,True,True,3295.0,False,,1848,,1.4638,OK,
74,0,30,227,10,1000,10.0,0.5,8,True,True,1856.0,False,,1848,,2.9894,OK,
75,0,30,227,10,1000,10.0,1.0,8,True,True,1952.0,False,,1848,,3.4121,OK,
76,0,30,227,10,1000,10.0,5.0,8,True,True,2121.0,False,,1848,,3.6541,OK,
77,0,30,227,10,1000,10.0,10.0,8,True,True,2188.0,False,,1848,,2.8107,OK,
78,0,30,227,10,1000,10.0,50.0,8,True,True,2186.0,False,,1848,,2.8511,OK,
79,0,30,227,10,1000,10.0,100.0,8,True,True,2189.0,False,,1848,,2.8036,OK,
80,0,30,227,10,1000,10.0,500.0,8,True,True,2153.0,False,,1848,,2.8156,OK,
81,0,30,227,10,1000,10.0,1000.0,8,True,True,2266.0,False,,1848,,2.8103,OK,
82,0,30,227,10,1000,50.0,0.01,8,True,True,3034.0,False,,1848,,0.994,OK,
83,0,30,227,10,1000,50.0,0.5,8,True,True,2640.0,False,,1848,,2.125,OK,
84,0,30,227,10,1000,50.0,1.0,8,True,True,3760.0,False,,1848,,2.1504,OK,
85,0,30,227,10,1000,50.0,5.0,8,True,True,3760.0,False,,1848,,2.1201,OK,
86,0,30,227,10,1000,50.0,10.0,8,True,True,3760.0,False,,1848,,2.1265,OK,
87,0,30,227,10,1000,50.0,50.0,8,True,True,3760.0,False,,1848,,2.1021,OK,
88,0,30,227,10,1000,50.0,100.0,8,True,True,3760.0,False,,1848,,2.1252,OK,
89,0,30,227,10,1000,50.0,500.0,8,True,True,3760.0,False,,1848,,2.1562,OK,
90,0,30,227,10,1000,50.0,1000.0,8,True,True,3760.0,False,,1848,,2.1276,OK,
91,0,30,227,10,1000,100.0,0.01,8,True,True,2605.0,False,,1848,,1.1145,OK,
92,0,30,227,10,1000,100.0,0.5,8,True,True,3376.0,False,,1848,,1.9615,OK,
93,0,30,227,10,1000,100.0,1.0,8,True,True,3476.0,False,,1848,,1.9725,OK,
94,0,30,227,10,1000,100.0,5.0,8,True,True,3476.0,False,,1848,,1.9912,OK,
95,0,30,227,10,1000,100.0,10.0,8,True,True,3476.0,False,,1848,,2.048,OK,
96,0,30,227,10,1000,100.0,50.0,8,True,True,3476.0,False,,1848,,2.4188,OK,
97,0,30,227,10,1000,100.0,100.0,8,True,True,3476.0,False,,1848,,1.9546,OK,
98,0,30,227,10,1000,100.0,500.0,8,True,True,3476.0,False,,1848,,1.9402,OK,
99,0,30,227,10,1000,100.0,1000.0,8,True,True,3476.0,False,,1848,,1.9968,OK,
100,0,30,227,10,1000,500.0,0.01,8,True,True,2287.0,False,,1848,,1.6553,OK,
101,0,30,227,10,1000,500.0,0.5,8,True,True,3732.0,False,,1848,,1.8371,OK,
102,0,30,227,10,1000,500.0,1.0,8,True,True,3732.0,False,,1848,,1.835,OK,
103,0,30,227,10,1000,500.0,5.0,8,True,True,3732.0,False,,1848,,1.8209,OK,
104,0,30,227,10,1000,500.0,10.0,8,True,True,3732.0,False,,1848,,1.7884,OK,
105,0,30,227,10,1000,500.0,50.0,8,True,True,3732.0,False,,1848,,1.8577,OK,
106,0,30,227,10,1000,500.0,100.0,8,True,True,3732.0,False,,1848,,1.7915,OK,
107,0,30,227,10,1000,500.0,500.0,8,True,True,3732.0,False,,1848,,1.8178,OK,
108,0,30,227,10,1000,500.0,1000.0,8,True,True,3732.0,False,,1848,,1.8074,OK,
109,0,30,227,10,1000,1000.0,0.01,8,True,True,2989.0,False,,1848,,1.6968,OK,
110,0,30,227,10,1000,1000.0,0.5,8,True,True,3267.0,False,,1848,,1.7259,OK,
111,0,30,227,10,1000,1000.0,1.0,8,True,True,3267.0,False,,1848,,1.726,OK,
112,0,30,227,10,1000,1000.0,5.0,8,True,True,3267.0,False,,1848,,1.7197,OK,
113,0,30,227,10,1000,1000.0,10.0,8,True,True,3267.0,False,,1848,,1.7158,OK,
114,0,30,227,10,1000,1000.0,50.0,8,True,True,3267.0,False,,1848,,1.7309,OK,
115,0,30,227,10,1000,1000.0,100.0,8,True,True,3267.0,False,,1848,,1.7354,OK,
116,0,30,227,10,1000,1000.0,500.0,8,True,True,3267.0,False,,1848,,1.7372,OK,
117,0,30,227,10,1000,1000.0,1000.0,8,True,True,3267.0,False,,1848,,1.7386,OK,
118,0,30,227,10,1000,5000.0,0.01,8,True,True,3496.0,False,,1848,,1.632,OK,
119,0,30,227,10,1000,5000.0,0.5,8,True,True,3828.0,False,,1848,,1.5648,OK,
120,0,30,227,10,1000,5000.0,1.0,8,True,True,3828.0,False,,1848,,1.543,OK,
121,0,30,227,10,1000,5000.0,5.0,8,True,True,3828.0,False,,1848,,1.5245,OK,
122,0,30,227,10,1000,5000.0,10.0,8,True,True,3828.0,False,,1848,,1.5159,OK,
123,0,30,227,10,1000,5000.0,50.0,8,True,True,3828.0,False,,1848,,1.535,OK,
124,0,30,227,10,1000,5000.0,100.0,8,True,True,3828.0,False,,1848,,1.5339,OK,
125,0,30,227,10,1000,5000.0,500.0,8,True,True,3828.0,False,,1848,,1.5425,OK,
126,0,30,227,10,1000,5000.0,1000.0,8,True,True,3828.0,False,,1848,,1.5766,OK,
127,0,30,227,10,1000,10000.0,0.01,8,True,True,3290.0,False,,1848,,1.4969,OK,
128,0,30,227,10,1000,10000.0,0.5,8,True,True,3290.0,False,,1848,,1.4926,OK,
129,0,30,227,10,1000,10000.0,1.0,8,True,True,3290.0,False,,1848,,1.5252,OK,
130,0,30,227,10,1000,10000.0,5.0,8,True,True,3290.0,False,,1848,,1.5022,OK,
131,0,30,227,10,1000,10000.0,10.0,8,True,True,3290.0,False,,1848,,1.4785,OK,
132,0,30,227,10,1000,10000.0,50.0,8,True,True,3290.0,False,,1848,,1.5031,OK,
133,0,30,227,10,1000,10000.0,100.0,8,True,True,3290.0,False,,1848,,1.5112,OK,
134,0,30,227,10,1000,10000.0,500.0,8,True,True,3290.0,False,,1848,,1.5053,OK,
135,0,30,227,10,1000,10000.0,1000.0,8,True,True,3290.0,False,,1848,,1.8739,OK,
