n,m,graph_id,energy,feasible,minla_cost,optimal_cost,approx_ratio,relative_gap,time_s
10,21,11,51.0,True,51.0,51,1.0,0.0,1.43
10,19,12,46.0,True,46.0,46,1.0,0.0,1.927
10,28,13,76.0,True,76.0,76,1.0,0.0,2.25
10,22,14,52.0,True,52.0,52,1.0,0.0,2.365
10,25,15,70.0,True,70.0,70,1.0,0.0,2.359
10,23,16,59.0,True,59.0,59,1.0,0.0,2.363
10,25,17,63.0,True,63.0,63,1.0,0.0,2.35
10,20,18,43.0,True,43.0,43,1.0,0.0,2.302
10,23,19,58.0,False,,54,,,2.358
10,17,20,37.0,True,37.0,37,1.0,0.0,2.311
10,24,21,61.0,True,61.0,61,1.0,0.0,2.333
10,23,22,57.0,True,57.0,57,1.0,0.0,2.315
10,25,23,67.0,True,67.0,67,1.0,0.0,2.311
10,24,24,57.0,True,57.0,57,1.0,0.0,2.325
10,18,25,39.0,True,39.0,39,1.0,0.0,2.364
10,21,26,43.0,True,43.0,43,1.0,0.0,2.298
10,22,27,50.0,True,50.0,50,1.0,0.0,2.353
10,21,28,48.0,True,48.0,48,1.0,0.0,2.354
10,19,29,45.0,True,45.0,45,1.0,0.0,1.893
10,27,30,74.0,True,74.0,74,1.0,0.0,1.428
10,18,31,35.0,True,35.0,35,1.0,0.0,1.36
10,20,32,46.0,True,46.0,46,1.0,0.0,1.424
10,25,33,65.0,True,65.0,65,1.0,0.0,2.111
10,21,34,53.0,True,53.0,53,1.0,0.0,2.328
10,22,35,50.0,True,50.0,50,1.0,0.0,2.276
10,21,36,50.0,True,50.0,50,1.0,0.0,2.383
10,26,37,68.0,True,68.0,68,1.0,0.0,2.291
10,21,38,50.0,True,50.0,50,1.0,0.0,2.27
10,18,39,42.0,True,42.0,42,1.0,0.0,2.306
10,24,40,60.0,True,60.0,60,1.0,0.0,2.281
10,25,41,67.0,True,67.0,67,1.0,0.0,2.301
10,21,42,52.0,True,52.0,52,1.0,0.0,2.292
10,24,43,54.0,True,54.0,54,1.0,0.0,2.255
10,25,44,62.0,True,62.0,62,1.0,0.0,1.324
10,21,45,52.0,True,52.0,52,1.0,0.0,1.46
10,27,46,74.0,True,74.0,74,1.0,0.0,1.339
10,24,47,62.0,True,62.0,62,1.0,0.0,1.382
10,19,48,40.0,True,40.0,40,1.0,0.0,1.422
10,23,49,58.0,True,58.0,58,1.0,0.0,1.395
10,23,50,55.0,True,55.0,55,1.0,0.0,1.41
10,22,51,57.0,True,57.0,57,1.0,0.0,1.383
10,19,52,45.0,True,45.0,45,1.0,0.0,1.486
10,25,53,59.0,True,59.0,59,1.0,0.0,1.39
10,21,54,50.0,True,50.0,50,1.0,0.0,1.354
10,21,55,51.0,True,51.0,51,1.0,0.0,1.362
10,26,56,68.0,True,68.0,68,1.0,0.0,1.357
10,25,57,60.0,True,60.0,60,1.0,0.0,1.378
10,21,58,45.0,True,45.0,45,1.0,0.0,2.215
10,26,59,68.0,True,68.0,68,1.0,0.0,2.577
10,22,60,51.0,True,51.0,51,1.0,0.0,2.667
10,21,61,47.0,True,47.0,47,1.0,0.0,2.389
10,27,62,73.0,True,73.0,73,1.0,0.0,2.263
10,16,63,34.0,True,34.0,34,1.0,0.0,2.303
10,19,64,43.0,True,43.0,43,1.0,0.0,2.337
10,25,65,62.0,True,62.0,62,1.0,0.0,2.347
10,20,66,46.0,True,46.0,46,1.0,0.0,2.706
10,24,67,62.0,True,62.0,62,1.0,0.0,2.448
10,24,68,61.0,True,61.0,61,1.0,0.0,2.496
10,20,69,46.0,True,46.0,46,1.0,0.0,2.63
10,24,70,63.0,True,63.0,63,1.0,0.0,2.587
10,25,71,68.0,True,68.0,68,1.0,0.0,2.651
10,19,72,44.0,True,44.0,44,1.0,0.0,2.293
10,23,73,54.0,True,54.0,54,1.0,0.0,2.197
10,28,74,77.0,True,77.0,77,1.0,0.0,2.251
10,27,75,68.0,True,68.0,68,1.0,0.0,2.244
10,13,76,23.0,True,23.0,23,1.0,0.0,2.565
10,20,77,49.0,True,49.0,49,1.0,0.0,2.296
10,23,78,56.0,True,56.0,56,1.0,0.0,2.29
10,26,79,64.0,True,64.0,64,1.0,0.0,2.223
10,20,80,50.0,True,50.0,50,1.0,0.0,2.297
10,20,81,47.0,True,47.0,47,1.0,0.0,2.266
10,23,82,58.0,True,58.0,57,1.0175438596491229,0.017543859649122806,2.282
10,26,83,67.0,True,67.0,67,1.0,0.0,2.216
10,19,84,41.0,True,41.0,41,1.0,0.0,2.281
10,19,85,38.0,True,38.0,38,1.0,0.0,2.279
10,22,86,52.0,True,52.0,52,1.0,0.0,2.243
10,22,87,53.0,True,53.0,53,1.0,0.0,2.194
10,28,88,71.0,True,71.0,71,1.0,0.0,1.511
10,20,89,47.0,True,47.0,47,1.0,0.0,1.596
10,22,90,53.0,True,53.0,53,1.0,0.0,1.721
10,19,91,43.0,True,43.0,43,1.0,0.0,1.807
10,25,92,64.0,True,64.0,64,1.0,0.0,1.867
10,23,93,56.0,True,56.0,56,1.0,0.0,1.954
10,24,94,57.0,True,57.0,57,1.0,0.0,1.76
10,20,95,42.0,True,42.0,42,1.0,0.0,1.724
10,17,96,30.0,True,30.0,30,1.0,0.0,1.771
10,19,97,42.0,True,42.0,42,1.0,0.0,1.82
10,26,98,70.0,True,70.0,70,1.0,0.0,1.823
10,22,99,52.0,True,52.0,52,1.0,0.0,1.745
15,52,0,195.0,True,195.0,195,1.0,0.0,5.177
15,54,1,206.0,True,206.0,205,1.0048780487804878,0.004878048780487805,5.125
15,47,2,165.0,True,165.0,165,1.0,0.0,4.894
15,53,3,190.0,True,190.0,190,1.0,0.0,4.897
15,45,4,162.0,True,162.0,161,1.0062111801242235,0.006211180124223602,4.864
15,53,5,179.0,True,179.0,179,1.0,0.0,4.827
15,56,6,208.0,True,208.0,206,1.0097087378640777,0.009708737864077669,4.825
15,50,7,185.0,False,,183,,,4.765
15,53,8,184.0,True,184.0,184,1.0,0.0,4.514
15,51,9,178.0,True,178.0,177,1.0056497175141244,0.005649717514124294,4.772
15,45,10,150.0,True,150.0,150,1.0,0.0,4.729
15,47,11,168.0,True,168.0,169,0.9940828402366864,-0.005917159763313609,5.006
15,51,12,189.0,True,189.0,188,1.0053191489361701,0.005319148936170213,4.88
15,53,13,206.0,True,206.0,207,0.9951690821256038,-0.004830917874396135,5.053
15,54,14,197.0,True,197.0,197,1.0,0.0,4.885
15,50,15,186.0,False,,183,,,4.938
15,52,16,183.0,True,183.0,183,1.0,0.0,4.995
15,51,17,185.0,True,185.0,184,1.0054347826086956,0.005434782608695652,4.978
15,56,18,214.0,True,214.0,214,1.0,0.0,5.015
15,45,19,152.0,True,152.0,150,1.0133333333333334,0.013333333333333334,4.832
15,54,20,200.0,True,200.0,200,1.0,0.0,4.809
15,50,21,183.0,True,183.0,183,1.0,0.0,4.748
15,54,22,207.0,True,207.0,207,1.0,0.0,4.71
15,55,23,216.0,True,216.0,216,1.0,0.0,4.73
15,56,24,218.0,True,218.0,218,1.0,0.0,4.531
15,53,25,183.0,True,183.0,183,1.0,0.0,4.407
15,57,26,220.0,True,220.0,220,1.0,0.0,4.451
15,57,27,223.0,False,,223,,,4.683
15,48,28,173.0,True,173.0,173,1.0,0.0,4.64
15,52,29,191.0,True,191.0,191,1.0,0.0,4.595
15,60,30,237.0,True,237.0,237,1.0,0.0,4.483
15,56,31,220.0,True,220.0,219,1.004566210045662,0.0045662100456621,4.595
15,54,32,199.0,True,199.0,196,1.0153061224489797,0.015306122448979591,4.644
15,53,33,195.0,True,195.0,195,1.0,0.0,4.608
15,52,34,187.0,True,187.0,186,1.0053763440860215,0.005376344086021506,4.475
15,53,35,204.0,True,204.0,204,1.0,0.0,4.609
15,39,36,131.0,True,131.0,131,1.0,0.0,4.589
15,56,37,207.0,False,,201,,,4.417
15,47,38,163.0,True,163.0,163,1.0,0.0,4.505
15,54,39,202.0,True,202.0,202,1.0,0.0,4.48
15,54,40,200.0,False,,193,,,4.543
15,45,41,146.0,True,146.0,145,1.006896551724138,0.006896551724137931,4.513
15,44,42,157.0,True,157.0,157,1.0,0.0,4.527
15,55,43,209.0,True,209.0,211,0.990521327014218,-0.009478672985781991,4.438
15,55,44,212.0,True,212.0,212,1.0,0.0,4.475
15,55,45,213.0,True,213.0,212,1.0047169811320755,0.0047169811320754715,4.517
15,41,46,135.0,True,135.0,135,1.0,0.0,4.652
15,64,47,252.0,True,252.0,252,1.0,0.0,4.364
15,55,48,214.0,True,214.0,214,1.0,0.0,4.41
15,53,49,199.0,True,199.0,196,1.0153061224489797,0.015306122448979591,4.642
15,52,50,196.0,True,196.0,197,0.9949238578680203,-0.005076142131979695,4.565
15,58,51,224.0,True,224.0,224,1.0,0.0,4.585
15,59,52,239.0,True,239.0,238,1.004201680672269,0.004201680672268907,5.286
15,48,53,162.0,True,162.0,162,1.0,0.0,6.565
15,63,54,255.0,True,255.0,252,1.0119047619047619,0.011904761904761904,6.601
15,57,55,224.0,True,224.0,226,0.9911504424778761,-0.008849557522123894,6.541
15,49,56,172.0,True,172.0,172,1.0,0.0,6.666
15,43,57,153.0,True,153.0,152,1.006578947368421,0.006578947368421052,6.879
15,51,58,191.0,True,191.0,191,1.0,0.0,6.783
15,60,59,227.0,True,227.0,227,1.0,0.0,6.609
15,54,60,198.0,False,,203,,,6.781
15,62,61,244.0,True,244.0,244,1.0,0.0,6.587
15,53,62,191.0,True,191.0,191,1.0,0.0,6.731
15,51,63,185.0,True,185.0,185,1.0,0.0,6.716
15,44,64,150.0,True,150.0,150,1.0,0.0,6.905
15,55,65,191.0,True,191.0,191,1.0,0.0,6.701
15,50,66,187.0,True,187.0,187,1.0,0.0,6.864
15,50,67,178.0,True,178.0,178,1.0,0.0,6.666
15,56,68,218.0,True,218.0,219,0.9954337899543378,-0.0045662100456621,6.725
15,49,69,176.0,True,176.0,177,0.9943502824858758,-0.005649717514124294,6.769
15,50,70,191.0,True,191.0,189,1.0105820105820107,0.010582010582010581,6.869
15,57,71,225.0,True,225.0,226,0.995575221238938,-0.004424778761061947,6.744
15,53,72,205.0,True,205.0,206,0.9951456310679612,-0.0048543689320388345,6.539
15,57,73,229.0,True,229.0,224,1.0223214285714286,0.022321428571428572,6.508
15,51,74,175.0,True,175.0,175,1.0,0.0,6.846
15,52,75,198.0,True,198.0,197,1.0050761421319796,0.005076142131979695,6.706
15,53,76,189.0,True,189.0,189,1.0,0.0,6.697
15,52,77,191.0,True,191.0,191,1.0,0.0,6.705
15,52,78,188.0,False,,186,,,6.632
15,50,79,179.0,True,179.0,179,1.0,0.0,6.773
15,57,80,227.0,True,227.0,226,1.0044247787610618,0.004424778761061947,6.8
15,59,81,238.0,True,238.0,238,1.0,0.0,6.708
15,44,82,152.0,True,152.0,153,0.9934640522875817,-0.006535947712418301,6.784
15,55,83,214.0,False,,212,,,6.854
15,54,84,199.0,True,199.0,199,1.0,0.0,6.797
15,52,85,188.0,True,188.0,188,1.0,0.0,6.847
15,61,86,244.0,True,244.0,243,1.0041152263374487,0.00411522633744856,6.707
15,57,87,199.0,True,199.0,199,1.0,0.0,6.529
15,55,88,224.0,True,224.0,222,1.009009009009009,0.009009009009009009,6.717
15,43,89,147.0,True,147.0,147,1.0,0.0,6.746
15,50,90,183.0,True,183.0,182,1.0054945054945055,0.005494505494505495,6.868
15,51,91,195.0,True,195.0,197,0.9898477157360406,-0.01015228426395939,6.668
15,50,92,188.0,True,188.0,191,0.9842931937172775,-0.015706806282722512,6.673
15,55,93,208.0,True,208.0,208,1.0,0.0,6.558
15,58,94,230.0,False,,235,,,6.57
15,61,95,242.0,True,242.0,245,0.9877551020408163,-0.012244897959183673,6.587
15,50,96,176.0,True,176.0,176,1.0,0.0,6.626
15,59,97,227.0,True,227.0,227,1.0,0.0,6.546
15,63,98,242.0,True,242.0,242,1.0,0.0,6.63
15,55,99,216.0,True,216.0,216,1.0,0.0,30.389
20,96,0,483.0,False,,463,,,14.251
20,113,1,624.0,False,,619,,,13.865
20,84,2,408.0,False,,404,,,12.906
20,99,3,512.0,False,,503,,,9.073
20,75,4,346.0,True,346.0,342,1.0116959064327486,0.011695906432748537,9.39
20,95,5,497.0,True,497.0,509,0.9764243614931237,-0.023575638506876228,12.355
20,92,6,461.0,True,461.0,470,0.9808510638297873,-0.019148936170212766,13.395
20,94,7,480.0,True,480.0,485,0.9896907216494846,-0.010309278350515464,13.428
20,95,8,455.0,True,455.0,452,1.0066371681415929,0.00663716814159292,13.543
20,96,9,493.0,False,,489,,,12.103
20,98,10,490.0,True,490.0,488,1.0040983606557377,0.004098360655737705,10.562
20,96,11,497.0,True,497.0,496,1.002016129032258,0.0020161290322580645,9.141
20,89,12,425.0,True,425.0,425,1.0,0.0,9.64
20,93,13,469.0,True,469.0,475,0.9873684210526316,-0.01263157894736842,9.522
20,101,14,522.0,True,522.0,513,1.0175438596491229,0.017543859649122806,9.374
20,91,15,440.0,True,440.0,439,1.0022779043280183,0.002277904328018223,9.207
20,85,16,430.0,False,,411,,,9.608
20,99,17,531.0,False,,529,,,9.42
20,99,18,489.0,True,489.0,488,1.0020491803278688,0.0020491803278688526,9.138
20,93,19,485.0,False,,478,,,9.279
20,104,20,526.0,False,,524,,,9.156
20,100,21,530.0,False,,532,,,9.483
20,87,22,398.0,True,398.0,398,1.0,0.0,9.308
20,97,23,488.0,False,,495,,,9.318
20,95,24,480.0,True,480.0,468,1.0256410256410255,0.02564102564102564,9.163
20,99,25,514.0,False,,516,,,9.304
20,103,26,534.0,True,534.0,527,1.0132827324478177,0.013282732447817837,9.129
20,102,27,548.0,True,548.0,546,1.0036630036630036,0.003663003663003663,9.506
20,92,28,448.0,True,448.0,447,1.0022371364653244,0.0022371364653243847,9.201
20,84,29,423.0,True,423.0,423,1.0,0.0,9.488
20,80,30,394.0,False,,380,,,9.4
20,91,31,479.0,True,479.0,489,0.9795501022494888,-0.02044989775051125,9.043
20,96,32,499.0,True,499.0,496,1.0060483870967742,0.006048387096774193,9.066
20,94,33,476.0,True,476.0,473,1.0063424947145878,0.006342494714587738,9.365
20,96,34,497.0,True,497.0,509,0.9764243614931237,-0.023575638506876228,9.432
20,89,35,446.0,True,446.0,442,1.009049773755656,0.00904977375565611,9.149
20,84,36,381.0,True,381.0,381,1.0,0.0,9.37
20,88,37,451.0,True,451.0,441,1.0226757369614512,0.022675736961451247,8.999
20,91,38,444.0,True,444.0,444,1.0,0.0,8.973
20,91,39,477.0,True,477.0,476,1.0021008403361344,0.0021008403361344537,9.251
20,83,40,405.0,True,405.0,405,1.0,0.0,9.62
20,92,41,463.0,True,463.0,459,1.008714596949891,0.008714596949891068,9.224
20,97,42,508.0,False,,492,,,9.657
20,88,43,443.0,False,,452,,,13.905
20,105,44,536.0,False,,542,,,13.586
20,90,45,426.0,True,426.0,421,1.01187648456057,0.011876484560570071,13.869
20,89,46,456.0,False,,445,,,13.973
20,101,47,514.0,True,514.0,513,1.0019493177387915,0.001949317738791423,13.83
20,86,48,413.0,False,,413,,,13.929
20,98,49,507.0,False,,499,,,13.682
20,93,50,480.0,True,480.0,474,1.0126582278481013,0.012658227848101266,13.764
20,85,51,399.0,True,399.0,399,1.0,0.0,14.001
20,91,52,453.0,True,453.0,452,1.002212389380531,0.0022123893805309734,13.953
20,103,53,552.0,False,,542,,,14.267
20,90,54,450.0,False,,445,,,13.672
20,89,55,443.0,True,443.0,438,1.0114155251141552,0.01141552511415525,14.19
20,99,56,504.0,True,504.0,502,1.00398406374502,0.00398406374501992,14.044
20,95,57,475.0,True,475.0,474,1.0021097046413503,0.002109704641350211,14.198
20,102,58,530.0,False,,530,,,13.985
20,93,59,443.0,True,443.0,443,1.0,0.0,13.994
20,94,60,462.0,True,462.0,462,1.0,0.0,14.052
20,86,61,419.0,False,,412,,,14.057
20,90,62,436.0,True,436.0,449,0.9710467706013363,-0.028953229398663696,14.118
20,88,63,438.0,False,,432,,,14.01
20,98,64,522.0,True,522.0,520,1.0038461538461538,0.0038461538461538464,14.191
20,92,65,430.0,True,430.0,430,1.0,0.0,14.064
20,99,66,535.0,True,535.0,522,1.024904214559387,0.02490421455938697,14.079
20,97,67,501.0,False,,487,,,13.899
20,102,68,521.0,True,521.0,524,0.9942748091603053,-0.0057251908396946565,13.887
20,93,69,489.0,True,489.0,487,1.004106776180698,0.004106776180698152,13.984
20,92,70,479.0,True,479.0,470,1.0191489361702128,0.019148936170212766,13.982
20,100,71,530.0,False,,519,,,13.92
20,101,72,556.0,True,556.0,549,1.0127504553734061,0.012750455373406194,14.053
20,92,73,474.0,True,474.0,471,1.0063694267515924,0.006369426751592357,13.754
20,78,74,367.0,False,,371,,,14.039
20,94,75,468.0,False,,474,,,14.117
20,93,76,491.0,False,,484,,,13.929
20,103,77,554.0,False,,551,,,14.044
20,100,78,502.0,True,502.0,502,1.0,0.0,14.043
20,87,79,450.0,True,450.0,436,1.0321100917431192,0.03211009174311927,28.642
20,103,80,575.0,False,,559,,,14.198
20,97,81,478.0,True,478.0,462,1.0346320346320346,0.03463203463203463,13.875
20,92,82,463.0,False,,455,,,13.92
20,95,83,483.0,True,483.0,499,0.9679358717434869,-0.03206412825651302,14.131
20,98,84,490.0,True,490.0,489,1.0020449897750512,0.002044989775051125,14.046
20,103,85,548.0,True,548.0,538,1.0185873605947955,0.01858736059479554,14.068
20,101,86,524.0,True,524.0,520,1.0076923076923077,0.007692307692307693,14.067
20,85,87,409.0,False,,417,,,14.143
20,100,88,513.0,False,,500,,,13.827
20,95,89,491.0,True,491.0,478,1.0271966527196652,0.027196652719665274,13.983
20,97,90,473.0,True,473.0,473,1.0,0.0,13.971
20,75,91,365.0,True,365.0,363,1.0055096418732783,0.005509641873278237,14.076
20,86,92,405.0,True,405.0,403,1.0049627791563276,0.004962779156327543,14.135
20,92,93,463.0,True,463.0,462,1.0021645021645023,0.0021645021645021645,13.797
20,93,94,470.0,False,,473,,,14.345
20,107,95,537.0,True,537.0,537,1.0,0.0,13.763
20,97,96,515.0,True,515.0,509,1.0117878192534382,0.011787819253438114,14.089
20,89,97,442.0,True,442.0,453,0.9757174392935982,-0.024282560706401765,13.991
20,99,98,528.0,False,,523,,,8.967
20,87,99,415.0,True,415.0,413,1.0048426150121066,0.004842615012106538,9.064
25,146,0,951.0,False,,924,,,16.769
25,144,1,929.0,False,,956,,,17.077
25,151,2,989.0,False,,970,,,16.719
25,138,3,873.0,False,,889,,,17.061
25,133,4,841.0,True,841.0,819,1.0268620268620268,0.026862026862026864,17.327
25,139,5,898.0,True,898.0,876,1.0251141552511416,0.02511415525114155,16.866
25,139,6,899.0,False,,871,,,17.671
25,145,7,975.0,True,975.0,972,1.0030864197530864,0.0030864197530864196,18.803
25,163,8,1060.0,False,,1039,,,17.882
25,145,9,946.0,False,,924,,,17.194
25,145,10,939.0,True,939.0,960,0.978125,-0.021875,16.993
25,152,11,988.0,False,,976,,,16.668
25,150,12,996.0,False,,999,,,16.665
25,142,13,902.0,True,902.0,915,0.985792349726776,-0.014207650273224045,16.475
25,137,14,884.0,True,884.0,848,1.0424528301886793,0.04245283018867924,16.726
25,153,15,1017.0,False,,997,,,17.094
25,139,16,904.0,False,,905,,,16.658
25,152,17,1027.0,False,,1005,,,17.008
25,157,18,1042.0,False,,1054,,,16.771
25,142,19,904.0,True,904.0,915,0.9879781420765027,-0.012021857923497269,16.847
25,147,20,933.0,False,,888,,,16.371
25,136,21,872.0,False,,884,,,16.77
25,148,22,964.0,False,,933,,,16.699
25,132,23,877.0,False,,858,,,16.77
25,144,24,943.0,False,,915,,,16.323
25,143,25,929.0,False,,900,,,17.218
25,139,26,857.0,False,,821,,,17.186
25,152,27,964.0,True,964.0,954,1.0104821802935011,0.010482180293501049,28.202
25,163,28,1110.0,False,,1098,,,16.843
25,143,29,883.0,False,,869,,,17.384
25,147,30,954.0,False,,937,,,17.012
25,151,31,1004.0,True,1004.0,1004,1.0,0.0,17.182
25,156,32,1029.0,False,,1054,,,16.994
25,144,33,940.0,True,940.0,928,1.0129310344827587,0.01293103448275862,16.952
25,148,34,955.0,True,955.0,983,0.9715157680569685,-0.028484231943031537,16.887
25,154,35,1028.0,True,1028.0,1052,0.9771863117870723,-0.022813688212927757,17.013
25,151,36,1015.0,False,,993,,,17.417
25,167,37,1166.0,False,,1130,,,16.909
25,146,38,956.0,False,,948,,,16.596
25,156,39,1050.0,False,,1016,,,16.957
25,137,40,895.0,False,,863,,,16.961
25,158,41,1051.0,False,,1074,,,16.677
25,147,42,922.0,False,,947,,,16.894
25,155,43,1044.0,True,1044.0,1051,0.9933396764985728,-0.006660323501427212,17.346
25,131,44,843.0,False,,831,,,16.948
25,152,45,984.0,True,984.0,976,1.0081967213114753,0.00819672131147541,17.116
25,146,46,940.0,False,,924,,,16.866
25,158,47,1074.0,False,,1065,,,16.841
25,140,48,905.0,False,,912,,,17.082
25,131,49,849.0,False,,833,,,17.4
25,151,50,998.0,False,,970,,,16.996
25,160,51,1092.0,False,,1064,,,16.976
25,154,52,1031.0,False,,1001,,,16.986
25,157,53,1045.0,True,1045.0,1030,1.0145631067961165,0.014563106796116505,17.723
25,128,54,785.0,True,785.0,791,0.9924146649810367,-0.007585335018963337,17.379
25,156,55,1053.0,False,,1022,,,16.679
25,149,56,987.0,False,,954,,,16.906
25,154,57,994.0,True,994.0,986,1.0081135902636917,0.008113590263691683,17.274
25,145,58,958.0,False,,956,,,17.498
25,152,59,1013.0,True,1013.0,1008,1.0049603174603174,0.00496031746031746,14.027
25,163,60,1084.0,False,,1090,,,13.377
25,149,61,962.0,True,962.0,962,1.0,0.0,13.286
25,151,62,989.0,False,,976,,,13.528
25,149,63,968.0,False,,945,,,13.13
25,157,64,1051.0,False,,992,,,13.226
25,170,65,1144.0,True,1144.0,1135,1.0079295154185022,0.007929515418502203,13.243
25,152,66,1014.0,False,,1028,,,13.346
25,145,67,960.0,False,,967,,,13.796
25,157,68,1057.0,False,,1033,,,13.237
25,157,69,1016.0,True,1016.0,1051,0.966698382492864,-0.03330161750713606,13.113
25,161,70,1107.0,False,,1078,,,13.195
25,170,71,1189.0,False,,1169,,,13.366
25,156,72,1058.0,False,,1049,,,13.127
25,158,73,1048.0,True,1048.0,1072,0.9776119402985075,-0.022388059701492536,13.003
25,150,74,957.0,True,957.0,978,0.9785276073619632,-0.02147239263803681,13.168
25,150,75,962.0,False,,974,,,13.193
25,144,76,898.0,False,,890,,,13.233
25,155,77,1027.0,False,,1004,,,13.081
25,149,78,1020.0,False,,981,,,13.38
25,149,79,949.0,True,949.0,937,1.0128068303094984,0.012806830309498399,22.155
25,154,80,1035.0,True,1035.0,1019,1.015701668302257,0.015701668302257114,13.373
25,147,81,938.0,False,,945,,,15.378
25,145,82,937.0,False,,926,,,13.569
25,146,83,958.0,False,,954,,,13.487
25,158,84,1055.0,False,,1019,,,12.84
25,174,85,1197.0,False,,1206,,,13.097
25,165,86,1079.0,True,1079.0,1062,1.0160075329566856,0.0160075329566855,13.298
25,163,87,1058.0,False,,1032,,,12.928
25,165,88,1120.0,True,1120.0,1147,0.976460331299041,-0.023539668700959023,13.212
25,144,89,930.0,False,,956,,,13.432
25,157,90,1075.0,False,,1070,,,13.312
25,162,91,1117.0,False,,1083,,,13.297
25,152,92,986.0,False,,968,,,13.144
25,156,93,1014.0,True,1014.0,1032,0.9825581395348837,-0.01744186046511628,13.049
25,151,94,988.0,False,,960,,,13.332
25,142,95,890.0,False,,861,,,13.525
25,146,96,966.0,True,966.0,970,0.9958762886597938,-0.004123711340206186,13.548
25,135,97,840.0,False,,824,,,13.005
25,144,98,912.0,True,912.0,909,1.0033003300330032,0.0033003300330033004,13.197
25,132,99,796.0,False,,784,,,13.132
