n,m,graph_id,energy,feasible,minla_cost,optimal_cost,approx_ratio,relative_gap,time_s,best_seed,solver
20,100,71,3840.0,False,,519,,,2.302,123,PathIntegralAnnealingSampler
20,101,72,2807.0,False,,549,,,2.296,789,PathIntegralAnnealingSampler
20,92,73,1636.0,False,,471,,,2.259,456,PathIntegralAnnealingSampler
20,78,74,2354.0,False,,371,,,2.284,42,PathIntegralAnnealingSampler
20,94,75,2635.0,False,,474,,,2.272,999,PathIntegralAnnealingSampler
20,93,76,2622.0,False,,484,,,2.328,789,PathIntegralAnnealingSampler
20,103,77,1811.0,False,,551,,,2.318,789,PathIntegralAnnealingSampler
20,100,78,2842.0,False,,502,,,2.368,42,PathIntegralAnnealingSampler
20,87,79,2586.0,False,,436,,,2.339,123,PathIntegralAnnealingSampler
20,103,80,2877.0,False,,559,,,2.343,999,PathIntegralAnnealingSampler
20,97,81,2764.0,False,,462,,,2.352,42,PathIntegralAnnealingSampler
20,92,82,3584.0,False,,455,,,2.405,789,PathIntegralAnnealingSampler
20,95,83,2748.0,False,,499,,,2.425,456,PathIntegralAnnealingSampler
20,98,84,1707.0,False,,489,,,2.46,456,PathIntegralAnnealingSampler
20,103,85,1801.0,False,,538,,,2.311,42,PathIntegralAnnealingSampler
20,101,86,3901.0,False,,520,,,2.307,789,PathIntegralAnnealingSampler
20,85,87,2512.0,False,,417,,,2.345,999,PathIntegralAnnealingSampler
20,100,88,2760.0,False,,500,,,2.304,42,PathIntegralAnnealingSampler
20,95,89,2640.0,False,,478,,,2.288,999,PathIntegralAnnealingSampler
20,97,90,3798.0,False,,473,,,2.313,123,PathIntegralAnnealingSampler
20,75,91,2267.0,False,,363,,,2.344,42,PathIntegralAnnealingSampler
20,86,92,1584.0,False,,403,,,2.34,999,PathIntegralAnnealingSampler
20,92,93,1645.0,False,,462,,,2.352,456,PathIntegralAnnealingSampler
20,93,94,2640.0,False,,473,,,2.25,789,PathIntegralAnnealingSampler
20,107,95,2912.0,False,,537,,,2.329,456,PathIntegralAnnealingSampler
20,97,96,1781.0,False,,509,,,2.299,789,PathIntegralAnnealingSampler
20,89,97,2580.0,False,,453,,,2.362,123,PathIntegralAnnealingSampler
20,99,98,2782.0,False,,523,,,2.348,999,PathIntegralAnnealingSampler
20,87,99,2600.0,False,,413,,,2.261,999,PathIntegralAnnealingSampler
25,146,0,15109.0,False,,924,,,4.353,999,PathIntegralAnnealingSampler
25,144,1,15025.0,False,,956,,,4.148,999,PathIntegralAnnealingSampler
25,151,2,17549.0,False,,970,,,4.208,789,PathIntegralAnnealingSampler
25,138,3,10886.0,False,,889,,,4.313,42,PathIntegralAnnealingSampler
25,133,4,6815.0,False,,819,,,4.219,999,PathIntegralAnnealingSampler
25,139,5,12670.0,False,,876,,,4.321,789,PathIntegralAnnealingSampler
25,139,6,14626.0,False,,871,,,4.274,456,PathIntegralAnnealingSampler
25,145,7,17036.0,False,,972,,,4.298,123,PathIntegralAnnealingSampler
25,163,8,18247.0,False,,1039,,,4.273,999,PathIntegralAnnealingSampler
25,145,9,17013.0,False,,924,,,4.331,42,PathIntegralAnnealingSampler
25,145,10,15007.0,False,,960,,,4.225,999,PathIntegralAnnealingSampler
25,152,11,15500.0,False,,976,,,4.296,999,PathIntegralAnnealingSampler
25,150,12,15390.0,False,,999,,,4.145,456,PathIntegralAnnealingSampler
25,142,13,10957.0,False,,915,,,4.315,42,PathIntegralAnnealingSampler
25,137,14,10801.0,False,,848,,,4.246,456,PathIntegralAnnealingSampler
25,153,15,17622.0,False,,997,,,4.218,42,PathIntegralAnnealingSampler
25,139,16,16581.0,False,,905,,,4.226,42,PathIntegralAnnealingSampler
25,152,17,11471.0,False,,1005,,,4.312,999,PathIntegralAnnealingSampler
25,157,18,13804.0,False,,1054,,,4.326,456,PathIntegralAnnealingSampler
25,142,19,14898.0,False,,915,,,4.538,456,PathIntegralAnnealingSampler
25,147,20,11249.0,False,,888,,,4.287,123,PathIntegralAnnealingSampler
25,136,21,14513.0,False,,884,,,4.44,789,PathIntegralAnnealingSampler
25,148,22,13336.0,False,,933,,,4.676,42,PathIntegralAnnealingSampler
25,132,23,14178.0,False,,858,,,4.575,123,PathIntegralAnnealingSampler
25,144,24,16964.0,False,,915,,,4.589,456,PathIntegralAnnealingSampler
25,143,25,12987.0,False,,900,,,4.526,42,PathIntegralAnnealingSampler
25,139,26,14654.0,False,,821,,,4.584,123,PathIntegralAnnealingSampler
25,152,27,13599.0,False,,954,,,4.636,999,PathIntegralAnnealingSampler
25,163,28,14028.0,False,,1098,,,4.26,999,PathIntegralAnnealingSampler
25,143,29,12982.0,False,,869,,,4.252,42,PathIntegralAnnealingSampler
25,147,30,15250.0,False,,937,,,4.229,999,PathIntegralAnnealingSampler
25,151,31,11468.0,False,,1004,,,4.227,456,PathIntegralAnnealingSampler
25,156,32,13741.0,False,,1054,,,4.241,456,PathIntegralAnnealingSampler
25,144,33,14981.0,False,,928,,,4.216,123,PathIntegralAnnealingSampler
25,148,34,13262.0,False,,983,,,4.219,999,PathIntegralAnnealingSampler
25,154,35,15672.0,False,,1052,,,4.325,42,PathIntegralAnnealingSampler
25,151,36,15500.0,False,,993,,,4.155,999,PathIntegralAnnealingSampler
25,167,37,16445.0,False,,1130,,,4.288,42,PathIntegralAnnealingSampler
25,146,38,17126.0,False,,948,,,4.252,42,PathIntegralAnnealingSampler
25,156,39,13788.0,False,,1016,,,4.444,123,PathIntegralAnnealingSampler
25,137,40,14591.0,False,,863,,,4.634,789,PathIntegralAnnealingSampler
