n,m,beta_min,beta_max,energy,feasible,minla_cost,optimal_cost,relative_gap,time_s
25,146,0.0001,500.0,1.3050847457610644,False,,924,,0.119
25,146,0.0001,1000.0,1.2615012106516943,False,,924,,0.118
25,146,0.0001,5000.0,1.3208232445505033,False,,924,,0.107
25,146,0.0001,10000.0,1.303874092007753,False,,924,,0.105
25,146,0.0001,50000.0,1.3583535108944318,False,,924,,0.095
25,146,0.0001,100000.0,1.3317191283275562,False,,924,,0.091
25,146,0.0001,500000.0,1.3414043583518094,False,,924,,0.086
25,146,0.0001,1000000.0,1.3983050847440452,False,,924,,0.085
25,146,0.005,0.005,30.992736077483723,False,,924,,0.142
25,146,0.005,0.05,30.883777239711325,False,,924,,0.146
25,146,0.005,0.01,30.267554479420753,False,,924,,0.145
25,146,0.005,0.5,22.182808716708884,False,,924,,0.144
25,146,0.005,1.0,19.308716707023766,False,,924,,0.137
25,146,0.005,5.0,9.303874092011977,False,,924,,0.138
25,146,0.005,10.0,5.589588377725338,False,,924,,0.142
25,146,0.005,50.0,2.9673123486680524,False,,924,,0.131
25,146,0.005,100.0,2.296610169491011,False,,924,,0.129
25,146,0.005,500.0,1.2881355932185699,False,,924,,0.118
25,146,0.005,1000.0,1.2990314769956086,False,,924,,0.114
25,146,0.005,5000.0,1.2360774818380946,False,,924,,0.095
25,146,0.005,10000.0,1.2832929782064326,False,,924,,0.093
25,146,0.005,50000.0,1.2433414043562934,False,,924,,0.084
25,146,0.005,100000.0,1.3256658595623563,False,,924,,0.082
25,146,0.005,500000.0,1.342615012104872,False,,924,,0.072
25,146,0.005,1000000.0,1.370460048424512,False,,924,,0.074
25,146,0.001,0.005,30.544794188863897,False,,924,,0.134
25,146,0.001,0.001,30.699757869251318,False,,924,,0.135
25,146,0.001,0.05,26.301452784505557,False,,924,,0.134
25,146,0.001,0.01,29.714285714287612,False,,924,,0.138
25,146,0.001,0.5,21.918886198549004,False,,924,,0.141
25,146,0.001,1.0,20.07384987893657,False,,924,,0.145
25,146,0.001,5.0,9.033898305086975,False,,924,,0.14
25,146,0.001,10.0,6.544794188863751,False,,924,,0.139
25,146,0.001,50.0,2.9757869249395412,False,,924,,0.137
25,146,0.001,100.0,2.2796610169485874,False,,924,,0.132
25,146,0.001,500.0,1.3099273607731874,False,,924,,0.117
25,146,0.001,1000.0,1.3668280871654162,False,,924,,0.114
25,146,0.001,5000.0,1.253026634380575,False,,924,,0.1
25,146,0.001,10000.0,1.3184019370442925,False,,924,,0.094
25,146,0.001,50000.0,1.355932203387873,False,,924,,0.089
25,146,0.001,100000.0,1.4104116222745162,False,,924,,0.083
25,146,0.001,500000.0,1.2881355932182927,False,,924,,0.08
25,146,0.001,1000000.0,1.3523002421291537,False,,924,,0.077
25,146,0.05,0.05,28.606537530268202,False,,924,,0.14
25,146,0.05,0.5,24.121065375304504,False,,924,,0.141
25,146,0.05,1.0,21.62348668281048,False,,924,,0.141
25,146,0.05,5.0,9.508474576273745,False,,924,,0.141
25,146,0.05,10.0,6.129539951575424,False,,924,,0.142
25,146,0.05,50.0,3.157384987893842,False,,924,,0.135
25,146,0.05,100.0,2.286924939466992,False,,924,,0.121
25,146,0.05,500.0,1.2627118644048423,False,,924,,0.104
25,146,0.05,1000.0,1.3280871670684462,False,,924,,0.1
25,146,0.05,5000.0,1.2324455205789775,False,,924,,0.086
25,146,0.05,10000.0,1.2409200968503669,False,,924,,0.083
25,146,0.05,50000.0,1.2953995157367615,False,,924,,0.072
25,146,0.05,100000.0,1.3062953995142195,False,,924,,0.07
25,146,0.05,500000.0,1.336561743339665,False,,924,,0.063
25,146,0.05,1000000.0,1.2663438256639452,False,,924,,0.061
25,146,0.01,0.05,30.906779661018817,False,,924,,0.16
25,146,0.01,0.01,27.305084745764617,False,,924,,0.136
25,146,0.01,0.5,22.449152542374804,False,,924,,0.14
25,146,0.01,1.0,21.078692493948587,False,,924,,0.14
25,146,0.01,5.0,8.90799031477243,False,,924,,0.137
25,146,0.01,10.0,5.38619854721664,False,,924,,0.149
25,146,0.01,50.0,3.0351089588379097,False,,924,,0.135
25,146,0.01,100.0,2.330508474575815,False,,924,,0.133
25,146,0.01,500.0,1.30024213074892,False,,924,,0.113
25,146,0.01,1000.0,1.3099273607730453,False,,924,,0.106
25,146,0.01,5000.0,1.331719128327542,False,,924,,0.093
25,146,0.01,10000.0,1.3159806295382381,False,,924,,0.089
25,146,0.01,50000.0,1.3365617433396793,False,,924,,0.081
25,146,0.01,100000.0,1.3196125907974476,False,,924,,0.078
25,146,0.01,500000.0,1.3450363196107915,False,,924,,0.071
25,146,0.01,1000000.0,1.3171912832911445,False,,924,,0.07
25,146,0.5,0.5,21.526634382568403,False,,924,,0.142
25,146,0.5,1.0,20.60895883777424,False,,924,,0.143
25,146,0.5,5.0,9.552058111382753,False,,924,,0.142
25,146,0.5,10.0,6.037530266345119,False,,924,,0.138
25,146,0.5,50.0,3.1271186440678065,False,,924,,0.128
25,146,0.5,100.0,2.2203389830500626,False,,924,,0.12
25,146,0.5,500.0,1.2784503631942954,False,,924,,0.096
25,146,0.5,1000.0,1.2506053268743713,False,,924,,0.09
25,146,0.5,5000.0,1.1961259079882254,False,,924,,0.074
25,146,0.5,10000.0,1.2554479418865228,False,,924,,0.072
25,146,0.5,50000.0,1.3123486682790002,False,,924,,0.062
25,146,0.5,100000.0,1.3135593220318924,False,,924,,0.061
25,146,0.5,500000.0,1.2978208232427164,False,,924,,0.052
25,146,0.5,1000000.0,1.3607748184002304,False,,924,,0.049
25,146,1.0,1.0,20.526634382568467,False,,924,,0.136
25,146,1.0,5.0,9.36561743341646,False,,924,,0.142
25,146,1.0,10.0,6.625907990316282,False,,924,,0.139
25,146,1.0,50.0,3.055690072639365,False,,924,,0.123
25,146,1.0,100.0,2.3075060532681064,False,,924,,0.117
25,146,1.0,500.0,1.1997578692470725,False,,924,,0.091
25,146,1.0,1000.0,1.2094430992714607,False,,924,,0.086
25,146,1.0,5000.0,1.2917675544776728,False,,924,,0.068
25,146,1.0,10000.0,1.2409200968502532,False,,924,,0.064
25,146,1.0,50000.0,1.3329297820804626,False,,924,,0.057
25,146,1.0,100000.0,1.216707021789695,False,,924,,0.052
25,146,1.0,500000.0,1.2748184019351996,False,,924,,0.047
25,146,1.0,1000000.0,1.2421307506032662,False,,924,,0.045
25,146,5.0,5.0,9.064164648912794,False,,924,,0.144
25,146,5.0,10.0,5.8232445520592755,False,,924,,0.136
25,146,5.0,50.0,3.0387409200964584,False,,924,,0.115
25,146,5.0,100.0,2.168280871670248,False,,924,,0.099
25,146,5.0,500.0,1.152542372879104,True,952.0,924,0.030303030303030304,0.073
25,146,5.0,1000.0,1.2663438256639452,False,,924,,0.066
25,146,5.0,5000.0,1.2699757869229131,False,,924,,0.053
25,146,5.0,10000.0,1.2711864406759545,False,,924,,0.05
25,146,5.0,50000.0,1.256658595639692,False,,924,,0.041
25,146,5.0,100000.0,1.2445520581097043,True,1028.0,924,0.11255411255411256,0.039
25,146,5.0,500000.0,1.2542372881334742,False,,924,,0.034
25,146,5.0,1000000.0,1.2602905568986316,False,,924,,0.032
25,146,10.0,10.0,5.39709443099386,False,,924,,0.131
25,146,10.0,50.0,3.055690072639621,False,,924,,0.106
25,146,10.0,100.0,2.1852300242123235,False,,924,,0.089
25,146,10.0,500.0,1.214285714283612,False,,924,,0.083
25,146,10.0,1000.0,1.1985472154944077,True,990.0,924,0.07142857142857142,0.058
25,146,10.0,5000.0,1.2082324455183127,False,,924,,0.044
25,146,10.0,10000.0,1.217917675542708,False,,924,,0.039
25,146,10.0,50000.0,1.2433414043565563,False,,924,,0.033
25,146,10.0,100000.0,1.2433414043563218,False,,924,,0.03
25,146,10.0,500000.0,1.3099273607729174,False,,924,,0.027
25,146,10.0,1000000.0,1.2566585956395215,False,,924,,0.025
25,146,50.0,50.0,3.0556900726393366,False,,924,,0.076
25,146,50.0,100.0,2.3062953995150934,False,,924,,0.058
25,146,50.0,500.0,1.193704600482043,False,,924,,0.035
25,146,50.0,1000.0,1.190072639223061,False,,924,,0.031
25,146,50.0,5000.0,1.2142857142834842,False,,924,,0.022
25,146,50.0,10000.0,1.2033898305064312,False,,924,,0.02
25,146,50.0,50000.0,1.2239709443078652,False,,924,,0.016
25,146,50.0,100000.0,1.2421307506032733,False,,924,,0.015
25,146,50.0,500000.0,1.2723970944292446,False,,924,,0.013
25,146,50.0,1000000.0,1.2554479418867501,False,,924,,0.013
25,146,100.0,100.0,2.1585956416459027,False,,924,,0.043
25,146,100.0,500.0,1.1973365617411176,False,,924,,0.025
25,146,100.0,1000.0,1.163438256656299,False,,924,,0.023
25,146,100.0,5000.0,1.2167070217898157,False,,924,,0.016
25,146,100.0,10000.0,1.1888619854700053,False,,924,,0.014
25,146,100.0,50000.0,1.2324455205792475,False,,924,,0.012
25,146,100.0,100000.0,1.242130750603394,False,,924,,0.011
25,146,100.0,500000.0,1.2832929782065747,False,,924,,0.01
25,146,100.0,1000000.0,1.2905569007244964,False,,924,,0.009
25,146,500.0,500.0,1.4309927360759573,False,,924,,0.02
25,146,500.0,1000.0,1.6016949152532902,False,,924,,0.018
25,146,500.0,5000.0,1.5096852300230594,False,,924,,0.01
25,146,500.0,10000.0,1.6343825665849607,False,,924,,0.009
25,146,500.0,50000.0,1.6876513317186124,False,,924,,0.007
25,146,500.0,100000.0,1.6259079903138627,False,,924,,0.007
25,146,500.0,500000.0,1.6150121065366676,False,,924,,0.006
25,146,500.0,1000000.0,1.7699757869244266,False,,924,,0.006
25,146,1000.0,1000.0,1.6755447941884185,False,,924,,0.011
25,146,1000.0,5000.0,1.778450363195553,False,,924,,0.007
25,146,1000.0,10000.0,1.8038740920092735,False,,924,,0.006
25,146,1000.0,50000.0,1.7917675544786462,False,,924,,0.006
25,146,1000.0,100000.0,1.7941888619849777,False,,924,,0.005
25,146,1000.0,500000.0,1.819612590798421,False,,924,,0.005
25,146,1000.0,1000000.0,1.8244552058109633,False,,924,,0.005
25,146,5000.0,5000.0,1.8934624697330307,False,,924,,0.005
25,146,5000.0,10000.0,1.9709443099273543,False,,924,,0.005
25,146,5000.0,50000.0,1.9673123486682655,False,,924,,0.005
25,146,5000.0,100000.0,1.9418886198545309,False,,924,,0.004
25,146,5000.0,500000.0,1.9878934624694793,False,,924,,0.004
25,146,5000.0,1000000.0,2.0326876513316066,False,,924,,0.004
25,146,10000.0,10000.0,1.94552058111352,False,,924,,0.005
25,146,10000.0,50000.0,1.9564164648908573,False,,924,,0.005
25,146,10000.0,100000.0,1.9188861985465095,False,,924,,0.005
25,146,10000.0,500000.0,1.9358353510894801,False,,924,,0.004
25,146,10000.0,1000000.0,1.9588377723967696,False,,924,,0.004
25,146,50000.0,50000.0,1.991525423728561,False,,924,,0.004
25,146,50000.0,100000.0,1.9721549636798343,False,,924,,0.004
25,146,50000.0,500000.0,1.9079903147698332,False,,924,,0.004
25,146,50000.0,1000000.0,1.969733656174192,False,,924,,0.004
25,146,100000.0,100000.0,1.8523002421305037,False,,924,,0.004
25,146,100000.0,500000.0,1.9806295399517495,False,,924,,0.004
25,146,100000.0,1000000.0,1.915254237287897,False,,924,,0.004
25,146,500000.0,500000.0,1.983050847457541,False,,924,,0.004
25,146,500000.0,1000000.0,1.860774818401353,False,,924,,0.004
25,146,1000000.0,1000000.0,1.9346246973365808,False,,924,,0.004
