n,m,beta_min,beta_max,space_type,beta_schedule_type,energy,feasible,minla_cost,optimal_cost,relative_gap,time_s
30,227,1e-07,1.0,linear,custom,1918.0,False,,1848,,6.928
30,227,1e-07,10.0,linear,custom,1821.0,False,,1848,,16.944
30,227,1e-06,1e-06,linear,custom,49567.0,False,,1848,,6.079
30,227,1e-06,1e-05,linear,custom,49267.0,False,,1848,,6.158
30,227,1e-06,0.0001,linear,custom,46019.0,False,,1848,,6.091
30,227,1e-06,0.001,linear,custom,29869.0,False,,1848,,6.123
30,227,1e-06,0.01,linear,custom,8271.0,False,,1848,,6.098
30,227,1e-06,0.1,linear,custom,3524.0,False,,1848,,6.191
30,227,1e-06,1.0,linear,custom,1932.0,False,,1848,,6.86
30,227,1e-06,10.0,linear,custom,1825.0,False,,1848,,17.023
30,227,1e-05,1e-05,linear,custom,49485.0,False,,1848,,6.022
30,227,1e-05,0.0001,linear,custom,46789.0,False,,1848,,6.043
30,227,1e-05,0.001,linear,custom,29869.0,False,,1848,,6.148
30,227,1e-05,0.01,linear,custom,8150.0,False,,1848,,6.06
30,227,1e-05,0.1,linear,custom,3422.0,False,,1848,,6.15
30,227,1e-05,1.0,linear,custom,1916.0,False,,1848,,6.83
30,227,1e-05,10.0,linear,custom,1825.0,False,,1848,,16.821
30,227,0.0001,0.0001,linear,custom,44638.0,False,,1848,,6.081
30,227,0.0001,0.001,linear,custom,29598.0,False,,1848,,5.979
30,227,0.0001,0.01,linear,custom,8452.0,False,,1848,,6.07
30,227,0.0001,0.1,linear,custom,3509.0,False,,1848,,6.147
30,227,0.0001,1.0,linear,custom,1936.0,False,,1848,,6.805
30,227,0.0001,10.0,linear,custom,1818.0,False,,1848,,16.691
30,227,0.001,0.001,linear,custom,31886.0,False,,1848,,6.055
30,227,0.001,0.01,linear,custom,8517.0,False,,1848,,6.102
30,227,0.001,0.1,linear,custom,3586.0,False,,1848,,6.108
30,227,0.001,1.0,linear,custom,1900.0,False,,1848,,6.876
30,227,0.001,10.0,linear,custom,1828.0,False,,1848,,16.923
30,227,0.01,0.01,linear,custom,8356.0,False,,1848,,5.981
30,227,0.01,0.1,linear,custom,3390.0,False,,1848,,6.034
30,227,0.01,1.0,linear,custom,1931.0,False,,1848,,6.782
30,227,0.01,10.0,linear,custom,1834.0,False,,1848,,16.786
30,227,0.1,0.1,linear,custom,3480.0,False,,1848,,6.109
30,227,0.1,1.0,linear,custom,1848.0,True,1848.0,1848,0.0,6.722
30,227,0.1,10.0,linear,custom,1827.0,False,,1848,,16.629
30,227,1.0,1.0,linear,custom,2239.0,False,,1848,,7.037
30,227,1.0,10.0,linear,custom,1812.0,False,,1848,,15.316
30,227,10.0,10.0,linear,custom,2152.0,False,,1848,,19.224
30,227,1e-09,1e-09,geometric,custom,49716.0,False,,1848,,6.263
30,227,1e-09,1e-08,geometric,custom,49716.0,False,,1848,,6.051
30,227,1e-09,1e-07,geometric,custom,49716.0,False,,1848,,6.119
30,227,1e-09,1e-06,geometric,custom,49251.0,False,,1848,,6.079
30,227,1e-09,1e-05,geometric,custom,49156.0,False,,1848,,5.992
30,227,1e-09,0.0001,geometric,custom,47278.0,False,,1848,,6.039
30,227,1e-09,0.001,geometric,custom,33007.0,False,,1848,,6.123
30,227,1e-09,0.01,geometric,custom,8278.0,False,,1848,,6.211
30,227,1e-09,0.1,geometric,custom,3669.0,False,,1848,,6.142
30,227,1e-09,1.0,geometric,custom,2247.0,False,,1848,,6.35
30,227,1e-09,10.0,geometric,custom,2244.0,False,,1848,,8.273
30,227,1e-08,1e-08,geometric,custom,49716.0,False,,1848,,6.107
30,227,1e-08,1e-07,geometric,custom,49716.0,False,,1848,,6.128
30,227,1e-08,1e-06,geometric,custom,49456.0,False,,1848,,6.048
30,227,1e-08,1e-05,geometric,custom,49267.0,False,,1848,,6.196
30,227,1e-08,0.0001,geometric,custom,47449.0,False,,1848,,6.056
30,227,1e-08,0.001,geometric,custom,33044.0,False,,1848,,6.105
30,227,1e-08,0.01,geometric,custom,8087.0,False,,1848,,6.015
30,227,1e-08,0.1,geometric,custom,3507.0,False,,1848,,6.082
30,227,1e-08,1.0,geometric,custom,2211.0,False,,1848,,6.222
30,227,1e-08,10.0,geometric,custom,2235.0,False,,1848,,8.335
30,227,1e-07,1e-07,geometric,custom,49716.0,False,,1848,,6.048
30,227,1e-07,1e-06,geometric,custom,49456.0,False,,1848,,5.976
30,227,1e-07,1e-05,geometric,custom,49267.0,False,,1848,,6.046
30,227,1e-07,0.0001,geometric,custom,48413.0,False,,1848,,5.975
30,227,1e-07,0.001,geometric,custom,32029.0,False,,1848,,6.038
30,227,1e-07,0.01,geometric,custom,7306.0,False,,1848,,6.003
30,227,1e-07,0.1,geometric,custom,3420.0,False,,1848,,6.067
30,227,1e-07,1.0,geometric,custom,2186.0,False,,1848,,6.18
30,227,1e-07,10.0,geometric,custom,2214.0,False,,1848,,8.646
30,227,1e-06,1e-06,geometric,custom,49567.0,False,,1848,,6.012
30,227,1e-06,1e-05,geometric,custom,49267.0,False,,1848,,6.199
30,227,1e-06,0.0001,geometric,custom,48108.0,False,,1848,,6.218
30,227,1e-06,0.001,geometric,custom,32583.0,False,,1848,,6.294
30,227,1e-06,0.01,geometric,custom,8708.0,False,,1848,,6.218
30,227,1e-06,0.1,geometric,custom,3406.0,False,,1848,,6.186
30,227,1e-06,1.0,geometric,custom,2234.0,False,,1848,,6.252
30,227,1e-06,10.0,geometric,custom,2286.0,False,,1848,,9.02
30,227,1e-05,1e-05,geometric,custom,49485.0,False,,1848,,6.261
30,227,1e-05,0.0001,geometric,custom,47890.0,False,,1848,,6.084
30,227,1e-05,0.001,geometric,custom,32427.0,False,,1848,,6.193
30,227,1e-05,0.01,geometric,custom,8788.0,False,,1848,,6.294
30,227,1e-05,0.1,geometric,custom,3502.0,False,,1848,,6.214
30,227,1e-05,1.0,geometric,custom,2122.0,False,,1848,,6.392
30,227,1e-05,10.0,geometric,custom,2169.0,False,,1848,,9.551
30,227,0.0001,0.0001,geometric,custom,44638.0,False,,1848,,6.162
30,227,0.0001,0.001,geometric,custom,28435.0,False,,1848,,6.197
30,227,0.0001,0.01,geometric,custom,8851.0,False,,1848,,5.999
30,227,0.0001,0.1,geometric,custom,3663.0,False,,1848,,6.054
30,227,0.0001,1.0,geometric,custom,2101.0,False,,1848,,6.316
30,227,0.0001,10.0,geometric,custom,2079.0,False,,1848,,10.222
30,227,0.001,0.001,geometric,custom,31886.0,False,,1848,,6.273
30,227,0.001,0.01,geometric,custom,8974.0,False,,1848,,6.281
30,227,0.001,0.1,geometric,custom,3517.0,False,,1848,,6.162
30,227,0.001,1.0,geometric,custom,2121.0,False,,1848,,6.468
30,227,0.001,10.0,geometric,custom,2125.0,False,,1848,,11.284
30,227,0.01,0.01,geometric,custom,8356.0,False,,1848,,6.327
30,227,0.01,0.1,geometric,custom,3516.0,False,,1848,,6.504
30,227,0.01,1.0,geometric,custom,2023.0,False,,1848,,6.763
30,227,0.01,10.0,geometric,custom,2037.0,False,,1848,,12.682
30,227,0.1,0.1,geometric,custom,3480.0,False,,1848,,6.417
30,227,0.1,1.0,geometric,custom,1861.0,False,,1848,,6.693
30,227,0.1,10.0,geometric,custom,1875.0,False,,1848,,13.726
30,227,1.0,1.0,geometric,custom,2239.0,False,,1848,,7.028
30,227,1.0,10.0,geometric,custom,1812.0,True,1812.0,1848,-0.01948051948051948,13.99
30,227,10.0,10.0,geometric,custom,2152.0,False,,1848,,19.285
30,227,1e-09,1e-09,logspace,custom,2239.0,False,,1848,,7.208
30,227,1e-09,1e-08,logspace,custom,2239.0,False,,1848,,7.118
30,227,1e-09,1e-07,logspace,custom,2342.0,False,,1848,,7.008
30,227,1e-09,1e-06,logspace,custom,2396.0,False,,1848,,7.067
30,227,1e-09,1e-05,logspace,custom,2384.0,False,,1848,,7.017
30,227,1e-09,0.0001,logspace,custom,2426.0,False,,1848,,6.941
30,227,1e-09,0.001,logspace,custom,2380.0,False,,1848,,7.173
30,227,1e-09,0.01,logspace,custom,2450.0,False,,1848,,7.153
30,227,1e-09,0.1,logspace,custom,2367.0,False,,1848,,7.127
30,227,1e-09,1.0,logspace,custom,1812.0,True,1812.0,1848,-0.01948051948051948,13.733
30,227,1e-08,1e-08,logspace,custom,2239.0,False,,1848,,7.023
30,227,1e-08,1e-07,logspace,custom,2342.0,False,,1848,,7.123
30,227,1e-08,1e-06,logspace,custom,2396.0,False,,1848,,7.092
30,227,1e-08,1e-05,logspace,custom,2384.0,False,,1848,,7.068
30,227,1e-08,0.0001,logspace,custom,2426.0,False,,1848,,7.077
30,227,1e-08,0.001,logspace,custom,2380.0,False,,1848,,6.942
30,227,1e-08,0.01,logspace,custom,2450.0,False,,1848,,7.035
30,227,1e-08,0.1,logspace,custom,2367.0,False,,1848,,7.207
30,227,1e-08,1.0,logspace,custom,1812.0,True,1812.0,1848,-0.01948051948051948,13.865
30,227,1e-07,1e-07,logspace,custom,2461.0,False,,1848,,7.176
30,227,1e-07,1e-06,logspace,custom,2396.0,False,,1848,,7.16
30,227,1e-07,1e-05,logspace,custom,2384.0,False,,1848,,7.126
30,227,1e-07,0.0001,logspace,custom,2426.0,False,,1848,,7.131
30,227,1e-07,0.001,logspace,custom,2380.0,False,,1848,,7.079
30,227,1e-07,0.01,logspace,custom,2450.0,False,,1848,,7.185
30,227,1e-07,0.1,logspace,custom,2367.0,False,,1848,,7.185
30,227,1e-07,1.0,logspace,custom,1808.0,False,,1848,,13.863
30,227,1e-06,1e-06,logspace,custom,2438.0,False,,1848,,7.124
30,227,1e-06,1e-05,logspace,custom,2404.0,False,,1848,,7.095
30,227,1e-06,0.0001,logspace,custom,2410.0,False,,1848,,7.142
30,227,1e-06,0.001,logspace,custom,2380.0,False,,1848,,7.121
30,227,1e-06,0.01,logspace,custom,2305.0,False,,1848,,7.044
30,227,1e-06,0.1,logspace,custom,2367.0,False,,1848,,7.327
30,227,1e-06,1.0,logspace,custom,1811.0,False,,1848,,13.789
30,227,1e-05,1e-05,logspace,custom,2413.0,False,,1848,,7.123
30,227,1e-05,0.0001,logspace,custom,2402.0,False,,1848,,7.015
30,227,1e-05,0.001,logspace,custom,2391.0,False,,1848,,7.15
30,227,1e-05,0.01,logspace,custom,2428.0,False,,1848,,7.012
30,227,1e-05,0.1,logspace,custom,2339.0,False,,1848,,7.293
30,227,1e-05,1.0,logspace,custom,1811.0,False,,1848,,13.759
30,227,0.0001,0.0001,logspace,custom,2409.0,False,,1848,,7.029
30,227,0.0001,0.001,logspace,custom,2423.0,False,,1848,,7.022
30,227,0.0001,0.01,logspace,custom,2345.0,False,,1848,,7.1
30,227,0.0001,0.1,logspace,custom,2384.0,False,,1848,,7.251
30,227,0.0001,1.0,logspace,custom,1823.0,False,,1848,,13.771
30,227,0.001,0.001,logspace,custom,2435.0,False,,1848,,7.2
30,227,0.001,0.01,logspace,custom,2386.0,False,,1848,,7.135
30,227,0.001,0.1,logspace,custom,2333.0,False,,1848,,7.279
30,227,0.001,1.0,logspace,custom,1823.0,False,,1848,,13.955
30,227,0.01,0.01,logspace,custom,2309.0,False,,1848,,7.17
30,227,0.01,0.1,logspace,custom,2320.0,False,,1848,,7.275
30,227,0.01,1.0,logspace,custom,1816.0,False,,1848,,13.657
30,227,0.1,0.1,logspace,custom,2400.0,False,,1848,,7.493
30,227,0.1,1.0,logspace,custom,1805.0,False,,1848,,13.654
30,227,1.0,1.0,logspace,custom,2152.0,False,,1848,,19.212
